1955,-0.341465,-0.341465,-0.341465,-0.640083,-0.640083,-0.640083,-0.5172207,-0.5172207,-0.5172207,-0.5990396,-0.5990396,-0.5990396
1956,-0.9544182,-0.9544182,-0.9544182,-0.8712636,-0.8712636,-0.8712636,-0.3511176,-0.3511176,-0.3511176,-0.1637587,-0.1637587,-0.1637587
1957,-0.6109985,-0.6109985,-0.6109985,-1.391587,-1.391587,-1.391587,-1.039451,-1.039451,-1.039451,-9.93E-02,-9.93E-02,-9.93E-02
1958,-0.8664812,-0.8664812,-0.8664812,0.2625547,0.2625547,0.2625547,-0.258527,-0.258527,-0.258527,-0.5771244,-0.5771244,-0.5771244
1959,-0.9797086,-0.9797086,-0.9797086,-0.1193639,-0.1193639,-0.1193639,-0.6939448,-0.6939448,-0.6939448,-0.1680353,-0.1680353,-0.1680353
1960,-0.6583809,-0.6583809,-0.6583809,-0.6103406,-0.6103406,-0.6103406,-0.4184417,-0.4184417,-0.4184417,-1.103174,-1.103174,-1.103174
1961,-0.5492194,-0.5492194,-0.5492194,-0.4593,-0.4593,-0.4593,-0.4235338,-0.4235338,-0.4235338,-0.7642069,-0.7642069,-0.7642069
1962,-0.5411249,-0.5411249,-0.5411249,-0.7846918,-0.7846918,-0.7846918,-0.1828533,-0.1828533,-0.1828533,-0.5999306,-0.5999306,-0.5999306
1963,-0.8244153,-0.8244153,-0.8244153,-1.107399,-1.107399,-1.107399,-1.070544,-1.070544,-1.070544,-0.1635003,-0.1635003,-0.1635003
1964,-0.9684994,-0.9684994,-0.9684994,6.04E-02,6.04E-02,6.04E-02,-0.6774702,-0.6774702,-0.6774702,-0.4409702,-0.4409702,-0.4409702
1965,-1.105358,-1.105358,-1.105358,-1.32631,-1.32631,-1.32631,-0.9397515,-0.9397515,-0.9397515,-1.161839,-1.161839,-1.161839
1966,-0.9928676,-0.9928676,-0.9928676,-0.9827107,-0.9827107,-0.9827107,-0.4647975,-0.4647975,-0.4647975,-0.1951026,-0.1951026,-0.1951026
1967,-0.7504108,-0.7504108,-0.7504108,-0.7136669,-0.7136669,-0.7136669,-0.3951246,-0.3951246,-0.3951246,-2.021502,-2.021502,-2.021502
1968,-1.312229,-1.312229,-1.312229,-0.3592133,-0.3592133,-0.3592133,-1.395562,-1.395562,-1.395562,-1.842227,-1.842227,-1.842227
1969,-0.926372,-0.926372,-0.926372,-1.35703,-1.35703,-1.35703,-1.358816,-1.358816,-1.358816,-0.8052182,-0.8052182,-0.8052182
1970,-1.679725,-1.679725,-1.679725,-1.234639,-1.234639,-1.234639,-1.030936,-1.030936,-1.030936,-1.090891,-1.090891,-1.090891
1971,-0.4639086,-0.4639086,-0.4639086,-0.985835,-0.985835,-0.985835,-1.255572,-1.255572,-1.255572,-1.226186,-1.226186,-1.226186
1972,-0.5650796,-0.5650796,-0.5650796,-0.864879,-0.864879,-0.864879,-1.571078,-1.571078,-1.571078,-1.405987,-1.405987,-1.405987
1973,-0.6852266,-0.6852266,-0.6852266,-1.338824,-1.338824,-1.338824,-0.2305822,-0.2305822,-0.2305822,-0.8832434,-0.8832434,-0.8832434
1974,-0.9940466,-0.9940466,-0.9940466,-0.7823787,-0.7823787,-0.7823787,-0.3444696,-0.3444696,-0.3444696,-0.1317652,-0.1317652,-0.1317652
1975,-0.4820881,-0.4820881,-0.4820881,-1.097251,-1.097251,-1.097251,-0.6571768,-0.6571768,-0.6571768,-5.72E-02,-5.72E-02,-5.72E-02
1976,-1.643339,-1.643339,-1.643339,0.5758144,0.5758144,0.5758144,-0.3187706,-0.3187706,-0.3187706,-0.7677533,-0.7677533,-0.7677533
